Movement ID,Customer,Origin City,Origin State,Dest City,Dest State,Ship Date,Del Date,Equipment,Weight,Miles,Customer Charge,Carrier Pay,Fuel Surcharge,Margin,Margin %,Status,Commodity,Carrier Name,Carrier MC,Temperature
CW-70912,Kroger,Cincinnati,OH,Norfolk,VA,2026-03-09,2026-03-10,Dry Van,35692,464,1162,988,128,174,15.0,covered,Bakery,Evergreen Transport LLC,MC-255595,
CW-70913,Kroger,Tampa,FL,Richmond,VA,2025-08-01,2025-08-03,Dry Van,27017,810,1899,1600,246,299,15.7,dispatched,Grocery,Pacific Coast Logistics,MC-241311,
CW-70914,Kroger,Greensboro,NC,Columbia,SC,2026-01-31,2026-02-01,Reefer,35631,107,680,269,35,411,60.4,dispatched,Bakery,Heartland Trucking Co,MC-277021,34F
CW-70915,Kroger,Columbus,OH,Atlanta,GA,2025-12-07,2025-12-08,Reefer,43017,649,1986,1652,192,334,16.8,delivered,Bakery,Wolverine Freight Inc,MC-302018,34F
CW-70916,Kroger,Flint,MI,Durham,NC,2025-10-12,2025-10-14,Reefer,37562,610,1729,1470,201,259,15.0,delivered,Grocery,Empire State Trucking,MC-287734,34F
CW-70917,Kroger,Trenton,NJ,Roanoke,VA,2025-06-20,2025-06-22,Dry Van,26578,311,823,692,87,131,15.9,delivered,Frozen Foods,Seminole Express,MC-298447,
CW-70918,Kroger,Orlando,FL,Augusta,GA,2025-11-29,2025-12-01,Reefer,31447,381,1113,976,103,137,12.3,delivered,Bakery,Blue Ridge Transport,MC-269879,34F
CW-70919,Kroger,Newark,NJ,Charlotte,NC,2025-10-03,2025-10-05,Dry Van,30723,460,992,919,87,73,7.4,in_transit,Bakery,Great Lakes Express,MC-262737,
CW-70920,Kroger,Flint,MI,Pensacola,FL,2026-02-23,2026-02-26,Dry Van,38230,1159,2492,2091,287,401,16.1,delivered,Grocery,Patriot Trucking Corp,MC-230598,
CW-70921,Kroger,Ocala,FL,Edison,NJ,2025-12-21,2025-12-24,Dry Van,30586,1121,3058,2530,376,528,17.3,delivered,Bakery,Badger Freight Inc,MC-312731,
CW-70922,Kroger,Newark,NJ,Jacksonville,FL,2026-01-12,2026-01-14,Reefer,30997,1044,2914,2435,244,479,16.4,delivered,Bakery,Patriot Trucking Corp,MC-230598,34F
CW-70923,Kroger,Virginia Beach,VA,Camden,NJ,2025-05-21,2025-05-22,Reefer,35601,283,729,592,79,137,18.8,delivered,Frozen Foods,Empire State Trucking,MC-287734,34F
CW-70924,Kroger,Pensacola,FL,Tallahassee,FL,2025-09-02,2025-09-04,Reefer,32891,119,680,258,43,422,62.1,delivered,Bakery,Copperhead Carriers,MC-294876,-10F
CW-70925,Kroger,Greensboro,NC,Spartanburg,SC,2025-05-31,2025-06-02,Dry Van,41450,190,680,381,46,299,44.0,delivered,Bakery,Sunbelt Carriers LLC,MC-234169,
CW-70926,Kroger,Winston-Salem,NC,Tallahassee,FL,2025-04-21,2025-04-23,Reefer,30045,667,1794,1463,144,331,18.5,open,Grocery,Badger Freight Inc,MC-312731,34F
CW-70927,Kroger,Lakeland,FL,Joliet,IL,2025-06-28,2025-07-01,Reefer,35158,1066,3146,2591,280,555,17.6,delivered,Grocery,Wolverine Freight Inc,MC-302018,34F
CW-70928,Kroger,Pensacola,FL,Norfolk,VA,2025-08-15,2025-08-17,Reefer,31138,911,2322,1901,196,421,18.1,delivered,Grocery,Great Lakes Express,MC-262737,34F
CW-70929,Kroger,Pensacola,FL,Camden,NJ,2025-10-31,2025-11-03,Reefer,35014,1098,3168,2625,419,543,17.1,covered,Bakery,Patriot Trucking Corp,MC-230598,34F
CW-70930,Kroger,Lansing,MI,Trenton,NJ,2025-11-12,2025-11-14,Flatbed,42482,664,1620,1360,205,260,16.0,in_transit,Frozen Foods,Buckeye Freight Systems,MC-248453,
CW-70931,Kroger,Lynchburg,VA,Nashville,TN,2025-10-17,2025-10-19,Reefer,33175,522,1548,1333,187,215,13.9,delivered,Bakery,Buckeye Freight Systems,MC-248453,34F
CW-70932,Kroger,Atlanta,GA,Newark,NJ,2025-06-05,2025-06-07,Reefer,30200,880,2691,2183,366,508,18.9,delivered,Grocery,Cardinal Logistics LLC,MC-280592,34F
CW-70933,Kroger,Jacksonville,FL,Macon,GA,2025-07-01,2025-07-03,Reefer,40066,379,1089,912,129,177,16.3,delivered,Grocery,Swift Transport LLC,MC-223456,34F
CW-70934,Kroger,Battle Creek,MI,Allentown,PA,2026-02-18,2026-02-20,Dry Van,34672,487,1253,1052,114,201,16.0,delivered,Bakery,Sunbelt Carriers LLC,MC-234169,
CW-70935,Kroger,Albany,GA,Edison,NJ,2025-03-29,2025-04-01,Reefer,39226,832,2256,1922,259,334,14.8,delivered,Bakery,Pinnacle Freight LLC,MC-319873,34F
CW-70936,Kroger,Lansing,MI,Roanoke,VA,2025-10-23,2025-10-24,Reefer,42875,608,1966,1678,259,288,14.6,in_transit,Bakery,Gulf Coast Carriers,MC-259166,34F
CW-70937,Kroger,Orlando,FL,South Bend,IN,2025-08-17,2025-08-19,Reefer,35258,1008,2570,2365,320,205,8.0,delivered,Frozen Foods,Redline Freight Corp,MC-284163,34F
CW-70938,Kroger,Saginaw,MI,Trenton,NJ,2026-02-26,2026-02-28,Reefer,34895,604,1803,1653,233,150,8.3,delivered,Grocery,Allegheny Freight Co,MC-309160,34F
CW-70939,Kroger,Columbus,GA,Akron,OH,2026-03-04,2026-03-05,Reefer,37585,671,1929,1570,155,359,18.6,delivered,Grocery,Eagle Freight Inc,MC-227027,34F
CW-70940,Kroger,Flint,MI,Evansville,IN,2025-10-30,2025-10-31,Flatbed,39661,272,733,596,101,137,18.7,delivered,Grocery,Eagle Freight Inc,MC-227027,
CW-70941,Kroger,Allentown,PA,Fayetteville,NC,2025-04-06,2025-04-08,Reefer,38228,403,1268,1028,172,240,18.9,delivered,Bakery,Buckeye Freight Systems,MC-248453,-10F
CW-70942,Kroger,Greensboro,NC,Dalton,GA,2025-10-04,2025-10-06,Dry Van,25188,324,895,763,117,132,14.7,in_transit,Bakery,Copperhead Carriers,MC-294876,
CW-70943,Kroger,Greensboro,NC,Elizabeth,NJ,2025-10-27,2025-10-28,Reefer,40861,516,1478,1296,205,182,12.3,delivered,Frozen Foods,Shenandoah Freight,MC-323444,34F
CW-70944,Kroger,Peoria,IL,Macon,GA,2026-01-09,2026-01-11,Reefer,40139,727,2440,2074,242,366,15.0,open,Grocery,Cardinal Logistics LLC,MC-280592,-10F
CW-70945,Kroger,Pittsburgh,PA,Springfield,IL,2025-08-03,2025-08-04,Dry Van,36889,590,1218,1011,133,207,17.0,delivered,Bakery,Pinnacle Freight LLC,MC-319873,
CW-70946,Kroger,Greenville,SC,Durham,NC,2025-11-03,2025-11-04,Reefer,36519,209,680,471,69,209,30.7,delivered,Grocery,Volunteer Express Inc,MC-244882,34F
CW-70947,Kroger,Fort Myers,FL,Tallahassee,FL,2026-03-06,2026-03-07,Flatbed,27213,347,843,728,89,115,13.6,delivered,Bakery,Empire State Trucking,MC-287734,
CW-70948,Kroger,Charleston,SC,Tampa,FL,2026-02-21,2026-02-22,Reefer,40524,567,1929,1695,243,234,12.1,delivered,Bakery,Copperhead Carriers,MC-294876,34F
CW-70949,Target,Miami,FL,Cherry Hill,NJ,2025-11-26,2025-11-28,Dry Van,27767,1124,2703,2220,358,483,17.9,delivered,Household Goods,Shenandoah Freight,MC-323444,
CW-70950,Target,Fort Myers,FL,Detroit,MI,2025-12-27,2025-12-30,Reefer,42219,1057,3063,2679,322,384,12.5,delivered,General Merchandise,Keystone Carriers Inc,MC-252024,34F
CW-70951,Target,Grand Rapids,MI,Roanoke,VA,2025-04-07,2025-04-08,Dry Van,26005,589,1454,1232,138,222,15.3,delivered,General Merchandise,Blue Ridge Transport,MC-269879,
CW-70952,Target,Macon,GA,Chattanooga,TN,2025-08-02,2025-08-04,Reefer,41196,310,860,708,73,152,17.7,delivered,Household Goods,Patriot Trucking Corp,MC-230598,34F
CW-70953,Target,Ocala,FL,Montgomery,AL,2025-06-21,2025-06-22,Reefer,41449,412,1259,1141,141,118,9.4,delivered,General Merchandise,Volunteer Express Inc,MC-244882,-10F
CW-70954,Target,Richmond,VA,Philadelphia,PA,2025-10-25,2025-10-26,Dry Van,40598,255,687,586,93,101,14.7,delivered,Household Goods,Sunbelt Carriers LLC,MC-234169,
CW-70955,Target,Norfolk,VA,Greenville,SC,2026-02-24,2026-02-25,Dry Van,34242,301,771,675,65,96,12.5,delivered,Household Goods,Patriot Trucking Corp,MC-230598,
CW-70956,Target,Ocala,FL,Peoria,IL,2025-08-13,2025-08-16,Dry Van,33699,1089,2721,2223,339,498,18.3,open,General Merchandise,Copperhead Carriers,MC-294876,
CW-70957,Target,Columbus,GA,Cleveland,OH,2025-07-19,2025-07-21,Reefer,36111,568,1633,1445,172,188,11.5,delivered,Household Goods,Sunbelt Carriers LLC,MC-234169,34F
CW-70958,Target,Augusta,GA,Harrisonburg,VA,2025-04-22,2025-04-24,Dry Van,41461,496,1286,1086,128,200,15.6,delivered,Household Goods,Volunteer Express Inc,MC-244882,
CW-70959,Target,Indianapolis,IN,Joliet,IL,2025-08-20,2025-08-21,Dry Van,29604,186,680,417,59,263,38.7,delivered,General Merchandise,Allegheny Freight Co,MC-309160,
CW-70960,Target,Valdosta,GA,Charleston,SC,2025-06-02,2025-06-03,Reefer,30480,304,956,823,107,133,13.9,delivered,Seasonal,Volunteer Express Inc,MC-244882,34F
CW-70961,Target,South Bend,IN,Elizabeth,NJ,2025-10-24,2025-10-27,Reefer,31489,698,2109,1774,205,335,15.9,delivered,General Merchandise,Seminole Express,MC-298447,34F
CW-70962,Target,Ocala,FL,Augusta,GA,2025-12-17,2025-12-19,Dry Van,30167,314,680,540,61,140,20.6,delivered,Seasonal,Empire State Trucking,MC-287734,
CW-70963,Target,Savannah,GA,Ocala,FL,2025-04-05,2025-04-07,Dry Van,35051,374,897,758,123,139,15.5,in_transit,General Merchandise,Sunbelt Carriers LLC,MC-234169,
CW-70964,Target,Toledo,OH,Miami,FL,2025-11-17,2025-11-20,Dry Van,43012,975,2281,1891,275,390,17.1,delivered,Household Goods,Cardinal Logistics LLC,MC-280592,
CW-70965,Target,Orlando,FL,Montgomery,AL,2026-01-26,2026-01-28,Dry Van,40039,510,1015,832,82,183,18.0,delivered,Household Goods,Allegheny Freight Co,MC-309160,
CW-70966,Target,Valdosta,GA,Miami,FL,2025-12-20,2025-12-21,Dry Van,25374,369,921,770,83,151,16.4,delivered,General Merchandise,Coastal Freight Lines,MC-327015,
CW-70967,Target,Lakeland,FL,Lynchburg,VA,2025-05-12,2025-05-15,Dry Van,32427,875,1759,1542,230,217,12.3,delivered,General Merchandise,Seminole Express,MC-298447,
CW-70968,Target,Orlando,FL,Kalamazoo,MI,2025-05-03,2025-05-05,Dry Van,26017,1108,2444,2062,199,382,15.6,delivered,Seasonal,Blue Ridge Transport,MC-269879,
CW-70969,Target,Valdosta,GA,Reading,PA,2025-08-17,2025-08-19,Dry Van,25722,715,1814,1484,206,330,18.2,delivered,Household Goods,Blue Ridge Transport,MC-269879,
CW-70970,Target,Tampa,FL,Orlando,FL,2025-04-29,2025-05-01,Reefer,33202,201,680,563,57,117,17.2,delivered,Seasonal,Gulf Coast Carriers,MC-259166,34F
CW-70971,Target,Daytona Beach,FL,Richmond,VA,2025-06-19,2025-06-21,Dry Van,28829,843,2205,1821,288,384,17.4,delivered,Household Goods,Hoosier Express LLC,MC-316302,
CW-70972,Target,Augusta,GA,Cleveland,OH,2026-02-04,2026-02-05,Dry Van,42278,604,1660,1457,212,203,12.2,delivered,General Merchandise,Mountain West Transport,MC-237740,
CW-70973,Target,Columbus,OH,Fort Wayne,IN,2025-11-09,2025-11-10,Dry Van,27704,156,680,294,47,386,56.8,covered,General Merchandise,Shenandoah Freight,MC-323444,
CW-70974,Target,Tampa,FL,Birmingham,AL,2025-06-03,2025-06-04,Dry Van,34580,484,1363,1195,151,168,12.3,dispatched,Seasonal,Evergreen Transport LLC,MC-255595,
CW-70975,Target,Albany,GA,Philadelphia,PA,2025-10-04,2025-10-07,Dry Van,31735,706,1511,1301,190,210,13.9,delivered,Household Goods,Buckeye Freight Systems,MC-248453,
CW-70976,Target,Flint,MI,Rockford,IL,2025-09-24,2025-09-26,Dry Van,26467,264,680,544,86,136,20.0,delivered,Seasonal,Coastal Freight Lines,MC-327015,
CW-70977,Target,Pensacola,FL,Montgomery,AL,2025-09-25,2025-09-27,Reefer,43667,505,1629,1337,138,292,17.9,delivered,General Merchandise,Volunteer Express Inc,MC-244882,34F
CW-70978,Target,Macon,GA,Akron,OH,2025-05-13,2025-05-15,Dry Van,29390,592,1515,1260,185,255,16.8,delivered,General Merchandise,Patriot Trucking Corp,MC-230598,
CW-70979,Target,Springfield,IL,Dalton,GA,2026-01-14,2026-01-17,Reefer,43509,682,2063,1835,173,228,11.1,open,Seasonal,Buckeye Freight Systems,MC-248453,34F
CW-70980,Target,Augusta,GA,Cherry Hill,NJ,2025-12-07,2025-12-10,Reefer,32924,783,2268,1885,275,383,16.9,delivered,General Merchandise,Great Lakes Express,MC-262737,34F
CW-70981,Target,Camden,NJ,Grand Rapids,MI,2025-04-24,2025-04-26,Dry Van,36890,629,1316,1129,170,187,14.2,dispatched,Household Goods,Swift Transport LLC,MC-223456,
CW-70982,Target,Fayetteville,NC,Harrisburg,PA,2026-01-17,2026-01-18,Dry Van,42854,487,1064,886,130,178,16.7,delivered,Household Goods,Evergreen Transport LLC,MC-255595,
CW-70983,Target,Jacksonville,FL,Tampa,FL,2025-09-06,2025-09-07,Dry Van,29193,150,680,339,47,341,50.1,delivered,Seasonal,Wolverine Freight Inc,MC-302018,
CW-70984,Target,Miami,FL,Charleston,SC,2025-12-14,2025-12-15,Dry Van,28092,480,1283,1162,154,121,9.4,delivered,Household Goods,Coastal Freight Lines,MC-327015,
CW-70985,Target,Camden,NJ,Jacksonville,FL,2025-12-10,2025-12-13,Dry Van,40630,1022,2101,1734,250,367,17.5,delivered,Seasonal,Gulf Coast Carriers,MC-259166,
CW-70986,Target,Atlanta,GA,Detroit,MI,2026-02-14,2026-02-17,Dry Van,28236,749,1496,1233,153,263,17.6,delivered,Seasonal,Blue Ridge Transport,MC-269879,
CW-70987,Target,Spartanburg,SC,Roanoke,VA,2025-11-10,2025-11-12,Reefer,33954,324,926,809,121,117,12.6,delivered,Seasonal,Cardinal Logistics LLC,MC-280592,34F
CW-70988,Target,Lakeland,FL,Peoria,IL,2025-06-03,2025-06-05,Dry Van,43414,1069,2804,2404,332,400,14.3,delivered,Seasonal,Keystone Carriers Inc,MC-252024,
CW-70989,Target,Pensacola,FL,Spartanburg,SC,2026-01-07,2026-01-08,Reefer,32156,487,1472,1204,164,268,18.2,delivered,Seasonal,Shenandoah Freight,MC-323444,34F
CW-70990,Target,Albany,GA,Mobile,AL,2025-12-27,2025-12-29,Dry Van,37275,242,693,611,71,82,11.8,in_transit,Household Goods,Tri-State Hauling Inc,MC-291305,
CW-70991,Target,Ocala,FL,Fort Wayne,IN,2025-07-23,2025-07-25,Dry Van,43333,980,2211,1903,235,308,13.9,delivered,Household Goods,Hoosier Express LLC,MC-316302,
CW-70992,Target,Grand Rapids,MI,Reading,PA,2025-11-14,2025-11-15,Dry Van,40818,460,1074,928,127,146,13.6,open,Seasonal,Allegheny Freight Co,MC-309160,
CW-70993,Target,Jacksonville,FL,Springfield,IL,2025-06-28,2025-06-30,Reefer,32114,1042,3425,2821,386,604,17.6,delivered,Household Goods,Coastal Freight Lines,MC-327015,34F
CW-70994,Target,Pittsburgh,PA,Camden,NJ,2025-11-24,2025-11-25,Dry Van,28573,102,680,214,28,466,68.5,delivered,General Merchandise,Eagle Freight Inc,MC-227027,
CW-70995,Target,Saginaw,MI,Pittsburgh,PA,2025-10-29,2025-10-30,Dry Van,40001,551,1217,1019,165,198,16.3,delivered,General Merchandise,Northstar Logistics,MC-305589,
CW-70996,Target,Fort Myers,FL,Battle Creek,MI,2025-11-22,2025-11-26,Dry Van,33900,1135,2718,2564,256,154,5.7,delivered,Seasonal,Keystone Carriers Inc,MC-252024,
CW-70997,Target,Jacksonville,FL,Huntsville,AL,2025-07-30,2025-08-01,Dry Van,28762,437,936,778,81,158,16.9,delivered,Seasonal,Seminole Express,MC-298447,
CW-70998,Target,Fort Myers,FL,Memphis,TN,2026-02-22,2026-02-24,Dry Van,29109,711,1731,1553,192,178,10.3,delivered,General Merchandise,Carolina Freight Corp,MC-273450,
CW-70999,Target,Lansing,MI,Daytona Beach,FL,2025-04-11,2025-04-14,Dry Van,32092,1051,2291,1892,236,399,17.4,in_transit,Seasonal,Northstar Logistics,MC-305589,
CW-71000,Target,Reading,PA,Lynchburg,VA,2025-08-10,2025-08-11,Reefer,42889,343,1009,881,126,128,12.7,delivered,Household Goods,Great Lakes Express,MC-262737,34F
CW-71001,Target,Fort Myers,FL,Columbia,SC,2025-12-26,2025-12-27,Dry Van,42981,542,1196,1063,167,133,11.1,covered,Seasonal,Allegheny Freight Co,MC-309160,
CW-71002,Target,Newark,NJ,Pensacola,FL,2026-02-21,2026-02-23,Reefer,42967,1029,3166,2697,285,469,14.8,delivered,General Merchandise,Sunbelt Carriers LLC,MC-234169,34F
CW-71003,Target,Akron,OH,Philadelphia,PA,2025-06-03,2025-06-04,Dry Van,29121,285,680,545,69,135,19.9,in_transit,General Merchandise,Redline Freight Corp,MC-284163,
CW-71004,Target,Orlando,FL,Akron,OH,2025-12-15,2025-12-17,Dry Van,43607,858,1889,1710,257,179,9.5,delivered,General Merchandise,Buckeye Freight Systems,MC-248453,
CW-71005,Target,Ocala,FL,Reading,PA,2026-02-14,2026-02-16,Dry Van,26422,1000,2334,2261,298,73,3.1,dispatched,General Merchandise,Coastal Freight Lines,MC-327015,
CW-71006,Target,Tallahassee,FL,Indianapolis,IN,2025-04-29,2025-05-02,Dry Van,27881,1028,2390,2011,319,379,15.9,delivered,Household Goods,Mountain West Transport,MC-237740,
CW-71007,Target,Ocala,FL,Birmingham,AL,2025-09-19,2025-09-21,Dry Van,28135,425,962,884,123,78,8.1,delivered,Seasonal,Lone Star Freight,MC-266308,
CW-71008,Target,Lakeland,FL,Ocala,FL,2025-05-05,2025-05-07,Dry Van,36326,308,765,629,100,136,17.8,delivered,Seasonal,Wolverine Freight Inc,MC-302018,
CW-71009,Target,Jacksonville,FL,Cincinnati,OH,2025-08-26,2025-08-28,Dry Van,36400,870,1883,1619,190,264,14.0,delivered,General Merchandise,Pacific Coast Logistics,MC-241311,
CW-71010,Target,Tampa,FL,Chattanooga,TN,2025-05-27,2025-05-29,Dry Van,38464,723,1422,1257,181,165,11.6,delivered,General Merchandise,Allegheny Freight Co,MC-309160,
CW-71011,Target,Atlanta,GA,Nashville,TN,2025-11-15,2025-11-16,Dry Van,37689,264,680,582,56,98,14.4,delivered,General Merchandise,Evergreen Transport LLC,MC-255595,
CW-71012,Target,Cleveland,OH,Trenton,NJ,2025-08-14,2025-08-16,Dry Van,28945,500,1258,1027,161,231,18.4,delivered,Seasonal,Volunteer Express Inc,MC-244882,
CW-71013,Target,Cleveland,OH,Trenton,NJ,2025-12-13,2025-12-15,Dry Van,38844,411,953,810,132,143,15.0,delivered,Household Goods,Copperhead Carriers,MC-294876,
CW-71014,Target,Daytona Beach,FL,Nashville,TN,2025-03-31,2025-04-02,Reefer,30181,610,1797,1549,214,248,13.8,in_transit,Household Goods,Gulf Coast Carriers,MC-259166,34F
CW-71015,Target,Pensacola,FL,Saginaw,MI,2025-11-17,2025-11-21,Dry Van,37652,1131,2262,1997,215,265,11.7,in_transit,General Merchandise,Sunbelt Carriers LLC,MC-234169,
CW-71016,Target,Fayetteville,NC,Trenton,NJ,2025-10-22,2025-10-24,Dry Van,42054,560,1302,1221,156,81,6.2,delivered,General Merchandise,Redline Freight Corp,MC-284163,
CW-71017,Target,Norfolk,VA,Camden,NJ,2026-03-10,2026-03-12,Dry Van,25217,250,680,461,74,219,32.2,cancelled,General Merchandise,Allegheny Freight Co,MC-309160,
CW-71018,Target,Daytona Beach,FL,Battle Creek,MI,2026-03-16,2026-03-19,Dry Van,40874,1065,2494,2056,341,438,17.6,delivered,General Merchandise,Cardinal Logistics LLC,MC-280592,
CW-71019,Target,Lansing,MI,Atlanta,GA,2025-04-09,2025-04-12,Reefer,34899,780,2593,2339,306,254,9.8,covered,Household Goods,Wolverine Freight Inc,MC-302018,34F
CW-71020,Target,Orlando,FL,Columbus,GA,2025-08-24,2025-08-26,Dry Van,35086,313,700,588,83,112,16.0,delivered,General Merchandise,Cardinal Logistics LLC,MC-280592,
CW-71021,Target,Charleston,SC,Durham,NC,2025-11-21,2025-11-23,Dry Van,26419,193,680,428,43,252,37.1,delivered,Household Goods,Hoosier Express LLC,MC-316302,
CW-71022,Target,Pensacola,FL,Lynchburg,VA,2025-04-14,2025-04-17,Dry Van,32637,857,1852,2014,245,-162,-8.7,delivered,Seasonal,Wolverine Freight Inc,MC-302018,
CW-71023,Target,Durham,NC,Philadelphia,PA,2025-09-12,2025-09-13,Dry Van,39599,520,1120,940,116,180,16.1,delivered,Household Goods,Hoosier Express LLC,MC-316302,
CW-71024,Target,Edison,NJ,Akron,OH,2025-09-19,2025-09-20,Reefer,30404,452,1190,982,140,208,17.5,cancelled,Seasonal,Pacific Coast Logistics,MC-241311,34F
CW-71025,Target,Kalamazoo,MI,Chicago,IL,2025-05-07,2025-05-09,Dry Van,25388,257,680,549,76,131,19.3,delivered,Household Goods,Mountain West Transport,MC-237740,
CW-71026,Target,Battle Creek,MI,Roanoke,VA,2026-02-03,2026-02-05,Dry Van,32882,564,1305,1101,142,204,15.6,dispatched,Household Goods,Patriot Trucking Corp,MC-230598,
CW-71027,Target,Macon,GA,Knoxville,TN,2025-07-25,2025-07-27,Reefer,33554,281,840,727,109,113,13.5,delivered,General Merchandise,Blue Ridge Transport,MC-269879,-10F
CW-71028,Target,Columbia,SC,Memphis,TN,2025-12-23,2025-12-25,Dry Van,32011,366,870,723,93,147,16.9,delivered,General Merchandise,Keystone Carriers Inc,MC-252024,
CW-71029,Target,Allentown,PA,Toledo,OH,2025-08-15,2025-08-16,Dry Van,25677,374,810,666,87,144,17.8,delivered,Household Goods,Northstar Logistics,MC-305589,
CW-71030,Target,Tampa,FL,Dalton,GA,2026-02-18,2026-02-19,Dry Van,36448,322,822,752,87,70,8.5,delivered,General Merchandise,Mountain West Transport,MC-237740,
CW-71031,Target,Fort Myers,FL,Grand Rapids,MI,2025-12-21,2025-12-24,Dry Van,38580,1072,2444,2070,315,374,15.3,delivered,General Merchandise,Lone Star Freight,MC-266308,
CW-71032,Target,Orlando,FL,Springfield,IL,2025-04-21,2025-04-25,Dry Van,28622,1125,2559,2075,234,484,18.9,delivered,Household Goods,Buckeye Freight Systems,MC-248453,
CW-71033,FedEx Ground,Miami,FL,Harrisburg,PA,2025-03-28,2025-03-31,Dry Van,28067,988,2096,1728,282,368,17.6,delivered,E-Commerce Packages,Pinnacle Freight LLC,MC-319873,
CW-71034,FedEx Ground,Lakeland,FL,Columbus,OH,2025-07-07,2025-07-10,Dry Van,40575,949,2278,1850,297,428,18.8,in_transit,Ground Parcels,Northstar Logistics,MC-305589,
CW-71035,FedEx Ground,Tallahassee,FL,Cincinnati,OH,2025-10-20,2025-10-22,Dry Van,33432,937,2258,1896,295,362,16.0,delivered,Ground Parcels,Shenandoah Freight,MC-323444,
CW-71036,FedEx Ground,Ocala,FL,Durham,NC,2026-02-24,2026-02-27,Dry Van,38650,681,1796,1532,201,264,14.7,delivered,Ground Parcels,Gulf Coast Carriers,MC-259166,
CW-71037,FedEx Ground,Cherry Hill,NJ,Albany,GA,2026-02-25,2026-02-27,Reefer,38595,753,2081,1791,235,290,13.9,delivered,Ground Parcels,Shenandoah Freight,MC-323444,34F
CW-71038,FedEx Ground,Jacksonville,FL,Spartanburg,SC,2025-04-07,2025-04-08,Dry Van,27728,553,1376,1137,127,239,17.4,delivered,E-Commerce Packages,Eagle Freight Inc,MC-227027,
CW-71039,FedEx Ground,Cincinnati,OH,Lansing,MI,2025-04-03,2025-04-04,Dry Van,39732,322,753,631,87,122,16.2,delivered,Ground Parcels,Volunteer Express Inc,MC-244882,
CW-71040,FedEx Ground,Tallahassee,FL,Columbia,SC,2025-09-02,2025-09-04,Dry Van,39645,499,1331,1156,121,175,13.1,delivered,E-Commerce Packages,Tri-State Hauling Inc,MC-291305,
CW-71041,FedEx Ground,Charlotte,NC,Chattanooga,TN,2025-05-29,2025-05-31,Reefer,35821,317,908,783,86,125,13.8,covered,Ground Parcels,Sunbelt Carriers LLC,MC-234169,34F
CW-71042,FedEx Ground,Ocala,FL,Springfield,IL,2025-12-25,2025-12-27,Dry Van,34979,1089,2357,2044,274,313,13.3,delivered,E-Commerce Packages,Swift Transport LLC,MC-223456,
CW-71043,FedEx Ground,Lakeland,FL,Springfield,IL,2025-10-19,2025-10-23,Dry Van,34097,1127,2630,2281,303,349,13.3,delivered,Ground Parcels,Shenandoah Freight,MC-323444,
CW-71044,FedEx Ground,Grand Rapids,MI,Evansville,IN,2025-10-31,2025-11-01,Dry Van,40433,174,680,399,37,281,41.3,delivered,E-Commerce Packages,Keystone Carriers Inc,MC-252024,
CW-71045,FedEx Ground,Columbia,SC,Fayetteville,NC,2025-08-15,2025-08-17,Dry Van,25797,124,680,303,39,377,55.4,delivered,Ground Parcels,Seminole Express,MC-298447,
CW-71046,FedEx Ground,Kalamazoo,MI,Evansville,IN,2025-09-11,2025-09-12,Dry Van,41326,271,680,518,77,162,23.8,delivered,Ground Parcels,Patriot Trucking Corp,MC-230598,
CW-71047,FedEx Ground,Akron,OH,Charlotte,NC,2025-09-03,2025-09-04,Dry Van,40237,572,1448,1185,201,263,18.2,delivered,E-Commerce Packages,Empire State Trucking,MC-287734,
CW-71048,FedEx Ground,Ocala,FL,Grand Rapids,MI,2025-08-27,2025-08-29,Dry Van,42742,1091,2622,2280,266,342,13.0,delivered,Ground Parcels,Tri-State Hauling Inc,MC-291305,
CW-71049,FedEx Ground,Jacksonville,FL,Toledo,OH,2025-04-18,2025-04-20,Dry Van,33992,968,2620,2782,350,-162,-6.2,delivered,E-Commerce Packages,Allegheny Freight Co,MC-309160,
CW-71050,FedEx Ground,Dayton,OH,Chicago,IL,2025-12-06,2025-12-07,Dry Van,30424,353,793,657,98,136,17.2,delivered,E-Commerce Packages,Volunteer Express Inc,MC-244882,
CW-71051,FedEx Ground,Augusta,GA,Roanoke,VA,2025-11-10,2025-11-12,Dry Van,43515,557,1444,1216,118,228,15.8,covered,E-Commerce Packages,Evergreen Transport LLC,MC-255595,
CW-71052,FedEx Ground,Ocala,FL,Elizabeth,NJ,2025-10-20,2025-10-22,Dry Van,38274,1118,2840,2358,273,482,17.0,dispatched,Ground Parcels,Evergreen Transport LLC,MC-255595,
CW-71053,FedEx Ground,Battle Creek,MI,Rockford,IL,2025-11-09,2025-11-10,Dry Van,40236,341,826,701,86,125,15.1,covered,E-Commerce Packages,Coastal Freight Lines,MC-327015,
CW-71054,FedEx Ground,Grand Rapids,MI,Valdosta,GA,2026-01-09,2026-01-11,Reefer,33694,815,2372,1932,262,440,18.5,dispatched,E-Commerce Packages,Heartland Trucking Co,MC-277021,34F
CW-71055,FedEx Ground,Orlando,FL,Huntsville,AL,2026-01-10,2026-01-12,Reefer,42480,468,1324,1098,146,226,17.1,covered,Ground Parcels,Gulf Coast Carriers,MC-259166,34F
CW-71056,FedEx Ground,Evansville,IN,Newark,NJ,2025-08-01,2025-08-03,Reefer,32844,612,1687,1423,188,264,15.6,covered,E-Commerce Packages,Evergreen Transport LLC,MC-255595,34F
